Number,ImagePath,Label,Reference
74,dataset/transformed_dataset/Happy/00d595ffedb9b2c78d0145ef6991ec2d3964940ae81b960d1aa5a29d.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
75,dataset/transformed_dataset/Happy/00d7031cec435292c2e38fed7c1852828df43aa5982d23c97e2dccf6.JPG,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
76,dataset/transformed_dataset/Happy/00d56215e2df2f6af13c09e3b066207720d3f0bbb55c7149ceb2e0c3.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
77,dataset/transformed_dataset/Happy/00d63026edeb5007ff4d3b7188071c96c6a4c6e796eae1d1f3e02793.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
78,dataset/transformed_dataset/Happy/00d916704af4e0c6c3a1da17d084e51e58aae003c8c78137e1584b7b.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
79,dataset/transformed_dataset/Happy/00dc9eda03a5b5834ec902f276c0499d2d169a075f6d2408dcd26b3a.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
80,dataset/transformed_dataset/Happy/00dcd6c540b068feb0d811ed55d20f9343bbeb90b192b966fd7fb914.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
81,dataset/transformed_dataset/Happy/00dd2716a82fab59419eaf864963caf4a23c15f84fd560e9747223f5.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
82,dataset/transformed_dataset/Happy/00dd237407699a83f74f718c98c57b263280098b7e77fc88c6095bbc.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
83,dataset/transformed_dataset/Happy/00ddac738b10e2212d7cddfdeed82953ad7204cedd8e132ac6e99d68.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
84,dataset/transformed_dataset/Happy/00de6544fa5b1bad260af4fb9713592f0ed0bfe3d18c1edb72fc37bc.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
85,dataset/transformed_dataset/Happy/00de227280edf9c78b33817847468de1624ac984a92de229efa764bf.png,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
86,dataset/transformed_dataset/Happy/00f0cb5e94016b400054f092846fe610d6add26ba5b48fa30bd94c43.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
87,dataset/transformed_dataset/Happy/00f1f630a2c421d360f1e683d11c3209409436f6d5c00e111b9ab99f.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
88,dataset/transformed_dataset/Happy/00f5d8ff47263a6b3564e5ee879ad90119db1cbcc09e1525f60bdcf3.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
89,dataset/transformed_dataset/Happy/00f70f60b70d55cf398bbe41e62aaf1fa26177ae1d47c869250ac4c6.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
90,dataset/transformed_dataset/Happy/0a0a85f4a0f0b1f16c593a75f2789eabb9458ff3dc27476908f380eb.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
91,dataset/transformed_dataset/Happy/0a0dc41f61cabe33378d676fd0f7712165ed2dd245765fe185095dbf.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
92,dataset/transformed_dataset/Happy/0a0dd0642590236fe1e8a45dbe4e5c13fa607d39d5ba827426bccc11.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
93,dataset/transformed_dataset/Happy/0a0e387d6d76a5732b763155befb98a0f0d7311e6a69e9c26f648060.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
94,dataset/transformed_dataset/Happy/0a0f79a2895a26bc0723ae9250632aa55377ffe6e4f9ec0b568f7105.JPG,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
95,dataset/transformed_dataset/Happy/0a0fa2eb321363f54337106e57ed97aa9e89afd7e12e09dcd541649f.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
96,dataset/transformed_dataset/Happy/0a0fdfda6f4946b53b3b33770ff255a86ec5c06826ca664c02b52940.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
97,dataset/transformed_dataset/Happy/0a1a0f420201bc8d32c601f05c8bd29ea37a5ae3028cbea5320e37af.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
98,dataset/transformed_dataset/Happy/0a1a6ef8471f96f152a21bcada83b631d2f7af6e41b9772150e2742a.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
99,dataset/transformed_dataset/Happy/0a1a74cd95f9771e2a049af3a90d3eb48f5d4e64b02ead22802cb860.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
100,dataset/transformed_dataset/Happy/0a1a3480eb74716c2305470e8b8abd2270d3cea027b3c31dc248bd18.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
101,dataset/transformed_dataset/Happy/0a1a04510270d8fa1871106be3527e3657b987e1137592767d068e2c.JPG,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
102,dataset/transformed_dataset/Happy/0a1b384754c0c378ae323852238cbf699947d970423532a95dc30982.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
103,dataset/transformed_dataset/Happy/0a1c6a1dfc688d6c5c4dfc86c5ec0e6c69e62008887bd6439e5fb238.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
104,dataset/transformed_dataset/Happy/0a1cb9dfce52e54701de3678ac7ee2b34fc6461bd644f3b3019c14d8.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
105,dataset/transformed_dataset/Happy/0a1d6f6db8d61077fcb0df7149890d607dbdd8be18ae0bd0d60ca47f.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
106,dataset/transformed_dataset/Happy/0a1d36cbd7c526d372817e699c1ee3c9d4dee713f877a444ad58ddee.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
107,dataset/transformed_dataset/Happy/0a1e1c1322186073c4d9bde951641950396eccc2ff2247207e8e9d68.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
108,dataset/transformed_dataset/Happy/0a1f5dc6daa1caf4afef2e1251dc82be4cbef109f7df269e2d1ff708.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
109,dataset/transformed_dataset/Happy/0a1f220ff9691d343793bcee102c50fdf405996602c37e595af7f598.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
110,dataset/transformed_dataset/Happy/0a1f6896e4b7c5ae80442630afecc164daafdceaeb6f6ede2b2146f3.JPG,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
111,dataset/transformed_dataset/Happy/0a1ff9460ebd9f93d11b1479c27c62e836f5b37d84e0932018359ed0.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
112,dataset/transformed_dataset/Happy/0a2afd7b391a64ec8db1c0d9e012c394935ef646a40c19737f0af788.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
113,dataset/transformed_dataset/Happy/0a2c6596eca0d397fe67703fab598648dedec078a7e068601b1a632a.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
114,dataset/transformed_dataset/Happy/0a2cf8b5804441acf31e2474b835ca8795f4bd301e93866b05d7bfaa.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
115,dataset/transformed_dataset/Happy/0a2db4c84373b1c31f07bfd6f26e0a3bb1d09a03b8c24fc0a0cd325b.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
116,dataset/transformed_dataset/Happy/0a2dfc3bcd3791f219cfedd213a4ccb29e6383271a6eff27761b3c1b.jpeg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
117,dataset/transformed_dataset/Happy/0a2e3df9d31222b0394b6068bc96a27ba6c68596310ff9baf77901aa.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
118,dataset/transformed_dataset/Happy/0a2e4263439b60fbb96d3aff924e359545ef25b5dcb6ea3e9020e2e0.JPG,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
119,dataset/transformed_dataset/Happy/0a2e25537779c204f87e9ed0a6cbb1fb6eca8bc0b6d1c99e8210f4e6.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
120,dataset/transformed_dataset/Happy/0a2eb1083602742c887049886a1a1a112c96162969107de91e712eeb.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
121,dataset/transformed_dataset/Happy/0a2f5ecdb222a7ef03abe5914ca357f65e1fa30c2a1edc649a6605f1.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
122,dataset/transformed_dataset/Happy/0a3a30242d6d58b587e30e542743555ff6c2b2a565ed5964b8e6cbfa.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
123,dataset/transformed_dataset/Happy/0a3b6bc6bf36b3394a749d28445316ee243fff2637c133066c490be1.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
124,dataset/transformed_dataset/Happy/0a3d6ba82cf0dd942c0064a979d52264b1c7baa586d22f15a079b59c.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
125,dataset/transformed_dataset/Happy/0a3d28d64eab3692c91e1e67dc97151ee3c77fc9dfdefec4c211e698.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
126,dataset/transformed_dataset/Happy/0a3dcb84c684b228ca104c6c458687f2632e81008f1c5debc3d1814e.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
127,dataset/transformed_dataset/Happy/0a3ef719fb6f53c4b9b5ede55465153ddf6b2f29998472e8b4f22356.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
128,dataset/transformed_dataset/Happy/0a3fe0586f038d582e24547a779ba96d4d330639aa13b8fa9478b72f.png,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
129,dataset/transformed_dataset/Happy/0a04bc4d302f3a9f913e51235ce0b4a0909acdf898770ea88593b4a3.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
130,dataset/transformed_dataset/Happy/0a4a8d5c36b0f58f5a932b2e2f5a5cfc6a11d6e45ed079f82c7ac34f.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
131,dataset/transformed_dataset/Happy/0a4afa825bf0e994db1d0405852e02fc4ce910a4f5244df81382471e.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
132,dataset/transformed_dataset/Happy/0a4afac9e0aa5d7a16239f5e187a47c45930ae54d5ac3959bc4674d1.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
133,dataset/transformed_dataset/Happy/0a4ba1b654bd3039f8415d91c96162e6304727696a2aa4ace04cbce8.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
134,dataset/transformed_dataset/Happy/0a4baeffae62ae171882a4e2659e4e145c686bab3fff43ead46c1c0b.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
135,dataset/transformed_dataset/Happy/0a4c48ac75c1099b1779a2612a99681259dbd7ab138ecba0d4322156.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
136,dataset/transformed_dataset/Happy/0a4d6a947cc2ce7351716433dbe34ad06d976bb5dd1a88d424ddfd0a.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
137,dataset/transformed_dataset/Happy/0a4e0a6c3dd950b9fb773ea7ea32d3a8bfbea112d3c92c4e7a423ce5.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
138,dataset/transformed_dataset/Happy/0a4e9f7c65fbf55459c1186883685f8888e38a850a0a9e0460a9507f.jpg,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
139,dataset/transformed_dataset/Happy/0a4e642ce4e4bd910bb6f66eb4d239cd01656e90e363866a980b8721.png,Happy,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
